anonymized_location_id,anonymized_brand_id (brands contain multiple locations),location_address,location_city,location_state,location_zip_code,Day of location_creation,location_latitude,location_longitude,stars_avg,service_type,check_avg,venue_type,location_name,Cuisine Types
153,408.0,1250 9th Street NW,Washington,DC,20001,2021-05-06,38.9069218,-77.0242281,4.2,ghost_kitchen,mid,casual_dining,Ghostburger,"American Fare, Bar, Beer, Burgers, Casual, Cocktails, Comfort Food, Family Friendly, Group Dining, Highly Rated, LGBTQ+ Friendly, Late Night, Quick Bites, Salads, Sandwiches, Small Bites, Takeout, Wine, Wings, Woman-Operated"
154,753.0,12781 Sir Francis Drake,Inverness,CA,94937,2021-05-06,38.0965799,-122.8520995,4.5,unknown,mid,casual_fine_dining,Saltwater Oyster Depot,
155,2192.0,"4435 McGrath Street, #301",Ventura,CA,93003,2021-05-06,34.2547674,-119.2343626,4.5,unknown,mid,casual_fine_dining,The Cave,
156,754.0,203 Florida Ave NW,Washington,DC,20009,2021-05-06,38.9133198,-77.0143163,4.4,unknown,mid,casual_dining,DCity Smokehouse,"American Fare, Comfort Food, Fast Casual, Father's Day"
158,388.0,5900 S US Highway 1,Grant,FL,32949,2021-05-06,27.9207618,-80.5215098,,unknown,mid,casual_dining,The Thirsty Clam,
159,2584.0,778 Higuera St,San Luis Obispo,CA,93401,2021-05-06,35.2798524,-120.6635432,4.5,unknown,mid,casual_fine_dining,Bliss Cafe,
160,1473.0,1912 Mount Gallant Rd,Rock Hill,SC,29732,2021-05-06,34.9780327,-81.0025168,4.3,unknown,mid,casual_dining,The Yolk,
162,1846.0,112 S. Park Street,Boyne City,MI,49712,2021-05-06,45.2130972,-85.0135948,4.4,unknown,mid,casual_fine_dining,Stiggs Brewing Company,
164,11.0,1925 Jerrold Ave.,San Francisco,CA,94124,2021-05-06,37.7418353,-122.3954911,3.2,unknown,mid,grocery_or_market,GrubMarket,
166,12.0,426 Brannan St,San Francisco,CA,94107,2021-05-06,37.7796646,-122.3952601,4.3,unknown,mid,casual_fine_dining,Brickhouse Cafe,
167,2585.0,3950 Chain Bridge Rd,Fairfax,VA,22030,2021-05-06,38.8473448,-77.3065504,4.4,unknown,mid,cafe,Hamrock's Restaurant,"Pasta, Salads, Seafood, Vegetarian Friendly, Wine"
169,390.0,1100 S Lamar Blvd,Austin,TX,78704,2021-05-06,30.2556904,-97.7630622,4.2,unknown,mid,casual_fine_dining,TLC,
170,1847.0,7101 Democracy Blvd,Bethesda,MD,20817,2021-05-06,39.0241983,-77.1451289,3.6,unknown,mid,casual_fine_dining,Tara Thai (Montgomery Mall),"Asian, Casual, Coffee, Date Night, Family Friendly, Group Dining, Quick Bites, Seafood, Soups, Southeast Asian, Takeout, Tea House, Thai"
171,13.0,1510 NW Leary Way,Seattle,WA,98107,2021-05-06,47.6638745,-122.3768743,4.7,unknown,mid,casual_dining,Mean Sandwich,
177,2589.0,301 Water St SE Suite 115,Washington,DC,20003,2021-05-06,38.8733356,-77.0015413,4.1,unknown,mid,casual_fine_dining,Whaley's,
178,2590.0,130 South Mason St.,Fort Collins,CO,80524,2021-05-06,40.5864528,-105.0785976,4.5,unknown,mid,casual_fine_dining,The Regional,
179,1480.0,"4238 Wilson Blvd Level C, Arlington, VA 22203",Arlington,VA,22203,2021-05-06,38.8788257,-77.1112114,4.4,unknown,mid,casual_dining,Hot Lola's,
180,2200.0,16990 Via Tazon,San Diego,,92127,2021-05-06,33.0236355,-117.0859077,4.5,unknown,mid,casual_fine_dining,The Cork and Craft,
181,393.0,2525 SE Clinton St.,Portland,OR,97202,2021-05-06,45.503526,-122.6398418,4.6,unknown,mid,casual_fine_dining,Magna,"Casual, Family Friendly, Filipino, James Beard Nominated, Locally Owned"
182,18.0,11964 Market Street,Reston,,22019,2021-05-06,38.958939,-77.3601049,4.9,unknown,mid,casual_dining,Jinya Reston,
199,377.0,55 Greenwich Ave,New York,NY,10014,2021-05-12,40.7358132,-74.0008906,4.5,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Collective),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
200,377.0,1085 5th Ave,New York,NY,10128,2021-05-12,40.7838507,-73.9584178,4.2,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (The Church),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
201,377.0,1701 Locust St,Philadelphia,PA,19103,2021-05-12,39.9489487,-75.1695317,4.1,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Rittenhouse Sq),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
202,377.0,55 Prospect St,Brooklyn,NY,11201,2021-05-12,40.7008302,-73.9883345,4.3,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Dumbo),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
203,377.0,409 Washington St,Hoboken,NJ,07030,2021-05-12,40.7415953,-74.029385,4.3,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Hoboken),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
204,377.0,435 W 31st St,New York,NY,10001,2021-05-12,40.7521375,-73.9989931,4.4,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Manhattan West),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
205,377.0,1100 23rd St NW,Washington,DC,20037,2021-05-12,38.9035517,-77.0503612,4.4,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (West End Library),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
206,377.0,523 Rose Ave,Venice,CA,90291,2021-05-12,33.9986691,-118.4733921,4.5,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Venice Beach),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
207,377.0,417 Amsterdam Ave,New York,NY,10024,2021-05-12,40.7835969,-73.9776951,4.3,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Upper West Side),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
208,377.0,8100 W 3rd St,Los Angeles,CA,90048,2021-05-12,34.0719553,-118.3660309,4.5,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (West Hollywood),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
209,377.0,20 Hudson Yards,New York,NY,10001,2021-05-12,40.7533936,-74.001055,4.1,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Hudson Yards),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
210,377.0,19 Kenmare St,New York,NY,10012,2021-05-12,40.7206907,-73.9945929,4.4,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Kenmare),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
211,377.0,288 1st St,Los Altos,CA,94022,2021-05-12,37.3771973,-122.1177152,4.1,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Los Altos),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
212,377.0,27 Brattle St,Cambridge,MA,02138,2021-05-12,42.3736083,-71.1206904,4.0,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Harvard Square),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
213,377.0,1367 R St NW,Washington,DC,20009,2021-05-12,38.912925,-77.03571,4.4,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Logan Circle),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
214,377.0,62 Chelsea Piers,New York,NY,10011,2021-05-12,40.7483669,-74.008209,4.2,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Chelsea Piers),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
215,377.0,2 River Terr,New York,NY,10282,2021-05-12,40.7153848,-74.0160748,4.6,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Battery Park),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
216,377.0,420 Folsom St,San Francisco,CA,94105,2021-05-12,37.7880448,-122.3939606,4.2,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (The Avery),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
217,377.0,30 Carmine St,New York,NY,10014,2021-05-12,40.7300129,-74.0028476,4.2,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (West Village),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
218,377.0,805 3rd Ave,New York,NY,10022,2021-05-12,40.7554247,-73.9705623,,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (805 3rd Ave) - reopening soon,"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
219,377.0,51 Astor Place,New York,NY,10003,2021-05-12,40.7301092,-73.9902571,4.1,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Astor Place),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
220,377.0,1 S Penn Square,Philadelphia,PA,19107,2021-05-12,39.9512025,-75.163475,4.1,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Penn Square),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
221,377.0,125 Westchester Ave,White Plains,NY,10601,2021-05-12,41.032173,-73.7608862,3.7,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (The Westchester),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
222,377.0,1375 Broadway,New York,NY,10018,2021-05-12,40.7526208,-73.9878812,4.1,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Garment District),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
223,377.0,400 Madison Ave,New York,NY,10017,2021-05-12,40.7562408,-73.9770571,4.1,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Midtown East),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
224,377.0,227 Front St,San Francisco,CA,10014,2021-05-12,37.7937771,-122.399096,4.3,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Financial District),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
225,377.0,11 Times Square,New York,NY,10036,2021-05-12,40.756698,-73.9897458,4.2,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Times Square),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
226,377.0,685 Market Street,San Francisco,CA,94103,2021-05-12,37.7877269,-122.4026141,4.1,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Union Square),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
227,377.0,12186 Ventura Blvd,Los Angeles,CA,91604,2021-05-12,34.1430945,-118.3981069,4.3,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Studio City),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
228,377.0,176 South La Brea Ave,Los Angeles,CA,90036,2021-05-12,34.07133,-118.34368,3.9,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (La Brea),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
229,377.0,631 Wilshire Blvd,Santa Monica,CA,90401,2021-05-12,34.0214608,-118.4960162,4.1,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Santa Monica),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
230,377.0,11 Madison Ave,New York,NY,10010,2021-05-12,40.7416112,-73.9871907,4.5,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Flatiron),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
231,377.0,1150 Connecticut Ave NW,Washington,DC,20036,2021-05-12,38.9054415,-77.0412862,4.3,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Dupont Circle),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
232,377.0,227 Front St,San Francisco,CA,94111,2021-05-12,37.7937771,-122.399096,4.3,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Financial District SF),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
233,377.0,99 M St SE,Washington,DC,20003,2021-05-12,38.8763295,-77.0063807,4.1,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Navy Yard),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
234,377.0,562 Sutter Street,San Francisco,CA,94102,2021-05-12,37.7893265,-122.4098068,4.1,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Theater District),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
235,377.0,1515 Rhode Island Ave,Washington,DC,20005,2021-05-12,38.9078737,-77.0355349,4.0,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Scott Circle),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
236,377.0,55 2nd St,San Francisco,CA,94105,2021-05-12,37.7888063,-122.4003129,4.2,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (SOMA),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
237,377.0,30 Hudson Street,Jersey City,NJ,07302,2021-05-12,40.713015,-74.0339886,,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Jersey City) - COMING SOON,"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
238,377.0,125 High St,Boston,MA,02110,2021-05-12,42.3558495,-71.0531567,3.5,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Financial District Boston),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
240,377.0,610 W Live Oak St,Austin,TX,78704,2021-05-19,30.244939,-97.758422,,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (TEST),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
242,1863.0,1280 4th Street NE #2,Washington,DC,20002,2021-06-01,38.9088799,-76.9997617,4.7,quick_service_restaurant,mid,casual_dining,Destino,"Bar, Date Night, Fine Dining, Group Dining, Healthy, Latin American, Mexican, Small Bites"
243,1841.0,1227 Walnut St,Cincinnati,OH,45202,2021-06-05,39.109349,-84.5135552,4.6,full_service,mid,casual_dining,Catering + Events,
244,377.0,55 Hudson Yards,New York,NY,10001,2021-06-07,40.7552172,-74.00185,4.5,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (55 Hudson Yards),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
245,377.0,786 Montauk Hwy,Montauk,NY,11954,2021-06-07,41.0353821,-71.9425654,4.0,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Montauk),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
246,1125.0,2952 W Armitage Ave,Chicago,IL,60647,2021-06-09,41.917626,-87.701346,4.4,full_service,mid,casual_dining,Parson’s Chicken & Fish Logan Square,"Casual, Cocktails, Fried Chicken, Outdoor Seating, Seafood, Small Bites, Woman-Operated"
247,1125.0,2435 N Halsted St,Chicago,IL,60614,2021-06-09,41.9265309,-87.6483613,4.3,full_service,mid,casual_dining,Parson’s - Lincoln Park,"Casual, Cocktails, Fried Chicken, Outdoor Seating, Seafood, Small Bites, Woman-Operated"
249,1125.0,5721 N Clark St,Chicago,IL,60660,2021-06-09,41.9861135,-87.6691039,4.1,full_service,mid,casual_dining,Parson's - Andersonville,"Casual, Cocktails, Fried Chicken, Outdoor Seating, Seafood, Small Bites, Woman-Operated"
250,2213.0,1280 4th Street NE #10,Washington,DC,20002,2021-06-14,38.9088799,-76.9997617,4.2,unknown,mid,casual_fine_dining,Taqueria Las Gemelas,"Bar, Casual, Date Night, Group Dining, Mexican, Small Bites, Tacos"
252,1549.0,701 9th St NW,Washington,DC,20001,2021-07-09,38.8991456,-77.0235822,4.5,full_service,high,casual_dining,Zaytinya DC,"Cocktails, Date Night, Greek, Lebanese, Mediterranean, NYC Restaurant Week, Turkish"
253,1126.0,401 7th St NW,Washington,DC,20004,2021-07-09,38.8949709,-77.0217214,4.4,full_service,high,casual_fine_dining,Oyamel DC,"Bib Gourmand, DC Restaurant Week , Date Night, Group Dining, Mexican, Outdoor Seating, Small Bites, Tacos, Tapas"
254,1127.0,1482 East Buena Vista Dr,Orlando,FL,32830,2021-07-09,28.3693962,-81.5249515,4.0,full_service,high,casual_fine_dining,Jaleo Disney Springs,"Bib Gourmand, Cocktail Bar, Father's Day, Fine Dining, Group Dining, Healthy, Small Bites, Spanish, Tapas"
256,1127.0,480 7th St NW,Washington,DC,20004,2021-07-09,38.8959259,-77.0222721,4.4,full_service,high,casual_fine_dining,Jaleo DC,"Bib Gourmand, Cocktail Bar, Father's Day, Fine Dining, Group Dining, Healthy, Small Bites, Spanish, Tapas"
257,1837.0,418 7th St NW,Washington,DC,20004,2021-07-09,38.8953419,-77.0220795,4.3,full_service,high,casual_dining,China Chilcano DC,"Asian Fusion, Bib Gourmand, Brunch, Casual, DC Restaurant Week , Fine Dining, Late Night, Peruvian, Spanish"
258,1470.0,7271 Woodmont Ave,Bethesda,MD,20814,2021-07-09,38.9819131,-77.0956117,4.1,full_service,high,casual_dining,Spanish Diner MD,"Brunch, DC Restaurant Week , Family Friendly, Fine Dining, Outdoor Seating, Small Bites, Spanish, Tapas"
259,2581.0,800 22nd St NW,Washington,DC,20052,2021-07-09,38.899908,-77.04955,4.4,fast_casual,low,casual_dining,Beefsteak GW,"Casual, Family Friendly, Group Dining, Healthy, Outdoor Seating, Quick Bites, Vegetarian"
260,1127.0,500 N Clark St #465,Chicago,IL,60654,2021-07-09,41.8909709,-87.6313625,4.1,full_service,high,casual_fine_dining,Jaleo Chicago,"Bib Gourmand, Cocktail Bar, Father's Day, Fine Dining, Group Dining, Healthy, Small Bites, Spanish, Tapas"
261,752.0,14600 Washington St Suite 146,Haymarket,VA,20169,2021-07-12,38.8099293,-77.6287648,4.1,full_service,low,casual_dining,Zandra's - Haymarket,"Cocktails, Family Friendly, Mexican, Outdoor Seating, Rooftop, Tacos"
262,752.0,9114 Center St,Manassas,VA,20110,2021-07-12,38.7511547,-77.4728188,4.4,full_service,low,casual_dining,Zandra's - Manassas,"Cocktails, Family Friendly, Mexican, Outdoor Seating, Rooftop, Tacos"
263,377.0,109 West Broadway,New York,NY,10013,2021-07-12,40.7160834,-74.0085429,4.7,quick_service_restaurant,very_low,coffee_shop,Bluestone Lane (Tribeca),"Brunch, Business Dining, Cafe, Casual, Coffee Shop, LGBTQ+ Friendly, Quick Bites, Small Bites"
265,2500.0,1601 E Carson St,Pittsburgh,PA,15203,2021-07-13,40.4289874,-79.9825723,3.5,full_service,high,nightclub,Foxtail,"Club, Cocktail Bar, Cocktails, Dancing, Lounge, Music, Nightclub"
266,2496.0,1515 E Carson St,Pittsburgh,PA,15203,2021-07-13,40.4290071,-79.9828037,3.7,fast_casual,mid,casual_dining,Pitch Pizza & Burger,"Beer, Burgers, Cocktails, Pizza, Salads"
267,1864.0,1000 Airport Blvd,Pittsburgh,PA,15231,2021-07-13,40.4957129,-80.2461028,4.4,full_service,mid,casual_dining,Local Craft Bar + Kitchen - Pittsburgh Intl' Airport,"American Fare, Brunch, Cocktail Bar, LGBTQ+ Friendly, Outdoor Seating, Small Bites, Sports"
268,1864.0,1525 13th Ave N,North Myrtle Beach,SC,29582,2021-07-13,33.8425304,-78.6677077,4.1,full_service,mid,casual_dining,Local on the Water,"American Fare, Brunch, Cocktail Bar, LGBTQ+ Friendly, Outdoor Seating, Small Bites, Sports"
269,1865.0,960 Penn Ave.,Pittsburgh,PA,15222,2021-07-13,40.4441568,-79.9958878,3.8,full_service,mid,casual_fine_dining,Scarpino,"Bar, Date Night, Fine Dining, Italian, LGBTQ+ Friendly, Outdoor Seating, Pasta, Pizza, Small Bites, Standout Wine List"
270,410.0,960 Penn Ave.,Pittsburgh,PA,15222,2021-07-13,40.4441568,-79.9958878,4.4,full_service,mid,nightclub,Penn Society,"Cocktail Bar, Dancing, Date Night, LGBTQ+ Friendly, Lounge, Sports"
271,2214.0,947 Penn Ave.,Pittsburgh,PA,15222,2021-07-13,40.4443645,-79.9964255,3.8,full_service,mid,casual_dining,Standard Market & Pint House,"American Fare, Casual, Cocktail Bar, Music, Outdoor Seating, Pizza, Small Bites, Sports"
272,26.0,123 7th Street,Pittsburgh,PA,15222,2021-07-13,40.4440719,-80.0003438,4.0,full_service,mid,casual_fine_dining,Social House 7,"Cocktail Bar, Date Night, Fine Dining, Japanese, LGBTQ+ Friendly, Late Night, Small Bites, Sushi"
273,27.0,1000 Airport Blvd,Pittsburgh,PA,15231,2021-07-13,40.4957129,-80.2461028,3.7,full_service,mid,casual_dining,Steel Cactus - Pittsburgh Int'l Airport,"Bar, Casual, LGBTQ+ Friendly, Mexican, Small Bites"
